class,count,label
miR-362,12,363
miR-377,12,364
miR-459,12,365
miR-542,12,366
miR-544,12,367
miR-545,12,368
miR-675,12,369
miR-971,12,370
miR-975,12,371
miR-989,12,372
miR-992,12,373
miR-1509,12,374
miR-1511,12,375
miR-5175,12,376
miR-7122,12,377
miR-7373,12,378
miR-11617,12,379
iab-8,12,380
miR-45,11,381
miR-72,11,382
miR-162,11,383
miR-188,11,384
miR-211,11,385
miR-285,11,386
miR-298,11,387
miR-312,11,388
miR-328,11,389
miR-331,11,390
miR-432,11,391
miR-444,11,392
miR-465,11,393
miR-496,11,394
miR-511,11,395
miR-539,11,396
miR-590,11,397
miR-660,11,398
miR-760,11,399
miR-891,11,400
miR-973,11,401
miR-982,11,402
miR-991,11,403
miR-998,11,404
miR-1255,11,405
miR-1296,11,406
miR-1301,11,407
miR-1510,11,408
miR-1805,11,409
miR-1822,11,410
miR-1839,11,411
miR-1846,11,412
miR-2001,11,413
miR-2162,11,414
miR-2187,11,415
miR-2355,11,416
miR-5801,11,417
miR-7552,11,418
miR-11339,11,419
miR-11624,11,420
miR-3,10,421
miR-5,10,422
miR-38,10,423
miR-41,10,424
miR-49,10,425
miR-56,10,426
miR-57,10,427
miR-95,10,428
miR-163,10,429
miR-232,10,430
miR-246,10,431
miR-284,10,432
miR-325,10,433
miR-330,10,434
miR-350,10,435
miR-361,10,436
miR-367,10,437
miR-370,10,438
miR-421,10,439
miR-452,10,440
miR-457,10,441
miR-483,10,442
miR-510,10,443
miR-512,10,444
miR-531,10,445
miR-584,10,446
miR-628,10,447
miR-727,10,448
miR-758,10,449
miR-769,10,450
miR-828,10,451
miR-885,10,452
miR-974,10,453
miR-976,10,454
miR-977,10,455
miR-1000,10,456
miR-1023,10,457
miR-1120,10,458
miR-1130,10,459
miR-1224,10,460
miR-1307,10,461
miR-1497,10,462
miR-1502,10,463
miR-1507,10,464
miR-1843,10,465
miR-1911,10,466
miR-2788,10,467
miR-2985,10,468
miR-3473,10,469
miR-3477,10,470
miR-4414,10,471
miR-4818,10,472
miR-9542,10,473
miR-9674,10,474
miR-11108,10,475
miR-11618,10,476
miR-44,9,477
miR-46,9,478
miR-59,9,479
miR-228,9,480
miR-255,9,481
miR-259,9,482
miR-286,9,483
miR-297,9,484
miR-360,9,485
miR-369,9,486
miR-456,9,487
miR-462,9,488
miR-490,9,489
miR-532,9,490
miR-543,9,491
miR-668,9,492
miR-672,9,493
miR-723,9,494
miR-877,9,495
miR-892,9,496
miR-950,9,497
miR-1199,9,498
miR-1249,9,499
miR-1298,9,500
miR-1428,9,501
miR-1993,9,502
miR-2109,9,503
miR-2796,9,504
miR-3085,9,505
miR-3618,9,506
miR-3711,9,507
miR-5358,9,508
miR-5770,9,509
miR-5885,9,510
miR-6516,9,511
miR-9223,9,512
miR-65,8,513
miR-149,8,514
miR-161,8,515
miR-185,8,516
miR-197,8,517
miR-237,8,518
miR-290,8,519
miR-303,8,520
miR-324,8,521
miR-326,8,522
miR-340,8,523
miR-379,8,524
miR-382,8,525
miR-479,8,526
miR-488,8,527
miR-491,8,528
miR-495,8,529
miR-516,8,530
miR-526,8,531
miR-550,8,532
miR-556,8,533
miR-598,8,534
miR-615,8,535
miR-708,8,536
miR-729,8,537
miR-743,8,538
miR-753,8,539
miR-754,8,540
miR-762,8,541
miR-764,8,542
miR-774,8,543
miR-872,8,544
miR-874,8,545
miR-942,8,546
miR-946,8,547
miR-964,8,548
miR-968,8,549
miR-970,8,550
miR-988,8,551
miR-1002,8,552
miR-1006,8,553
miR-1397,8,554
miR-1643,8,555
miR-1662,8,556
miR-1842,8,557
miR-1862,8,558
miR-1912,8,559
miR-1994,8,560
miR-2765,8,561
miR-2778,8,562
miR-2797,8,563
miR-2984,8,564
miR-3065,8,565
miR-5350,8,566
miR-5565,8,567
miR-5654,8,568
miR-7374,8,569
miR-7375,8,570
miR-7484,8,571
miR-7918,8,572
miR-7927,8,573
miR-8160,8,574
miR-9708,8,575
miR-10065,8,576
miR-10492,8,577
miR-10499,8,578
miR-10547,8,579
miR-10548,8,580
miR-11078,8,581
miR-11942,8,582
miR-47,7,583
miR-48,7,584
miR-70,7,585
miR-73,7,586
miR-80,7,587
miR-85,7,588
miR-90,7,589
miR-136,7,590
miR-198,7,591
miR-230,7,592
miR-233,7,593
miR-291,7,594
miR-304,7,595
miR-313,7,596
miR-372,7,597
miR-384,7,598
miR-428,7,599
miR-447,7,600
miR-448,7,601
miR-494,7,602
miR-655,7,603
miR-722,7,604
miR-725,7,605
miR-726,7,606
miR-731,7,607
miR-734,7,608
miR-770,7,609
miR-784,7,610
miR-785,7,611
miR-789,7,612
miR-790,7,613
miR-791,7,614
miR-821,7,615
miR-853,7,616
miR-858,7,617
miR-860,7,618
miR-862,7,619
miR-972,7,620
miR-987,7,621
miR-994,7,622
miR-1003,7,623
miR-1028,7,624
miR-1030,7,625
miR-1180,7,626
miR-1222,7,627
miR-1223,7,628
miR-1225,7,629
miR-1245,7,630
miR-1247,7,631
miR-1260,7,632
miR-1291,7,633
miR-1379,7,634
miR-1451,7,635
miR-1468,7,636
miR-1514,7,637
miR-1515,7,638
miR-1641,7,639
miR-1720,7,640
miR-1729,7,641
miR-1791,7,642
miR-2005,7,643
miR-2147,7,644
miR-2209,7,645
miR-2237,7,646
miR-2253,7,647
miR-2499,7,648
miR-2582,7,649
miR-2808,7,650
miR-2950,7,651
miR-3059,7,652
miR-3070,7,653
miR-3084,7,654
miR-3120,7,655
miR-3286,7,656
miR-3613,7,657
miR-3811,7,658
miR-4003,7,659
miR-4387,7,660
miR-5037,7,661
miR-5049,7,662
miR-5139,7,663
miR-5359,7,664
miR-5568,7,665
miR-5890,7,666
miR-6145,7,667
miR-6149,7,668
miR-6529,7,669
miR-7180,7,670
miR-7948,7,671
miR-7957,7,672
miR-8250,7,673
miR-8799,7,674
miR-10063,7,675
miR-10072,7,676
miR-10098,7,677
miR-10156,7,678
miR-10158,7,679
miR-10193,7,680
miR-10229,7,681
miR-10366,7,682
miR-10372,7,683
miR-10377,7,684
miR-10508,7,685
miR-10585,7,686
miR-11337,7,687
miR-11466,7,688
miR-11961,7,689
iab-4,7,690
miR-51,6,691
miR-66,6,692
miR-75,6,693
miR-173,6,694
miR-231,6,695
miR-241,6,696
miR-247,6,697
miR-254,6,698
miR-292,6,699
miR-335,6,700
miR-346,6,701
miR-356,6,702
miR-357,6,703
miR-410,6,704
miR-422,6,705
miR-423,6,706
miR-424,6,707
miR-431,6,708
miR-433,6,709
miR-476,6,710
miR-478,6,711
miR-517,6,712
miR-523,6,713
miR-533,6,714
miR-549,6,715
miR-574,6,716
miR-589,6,717
miR-592,6,718
miR-616,6,719
miR-632,6,720
miR-650,6,721
miR-651,6,722
miR-656,6,723
miR-728,6,724
miR-736,6,725
miR-744,6,726
miR-767,6,727
miR-787,6,728
miR-825,6,729
miR-868,6,730
miR-869,6,731
miR-883,6,732
miR-887,6,733
miR-889,6,734
miR-986,6,735
miR-1144,6,736
miR-1153,6,737
miR-1197,6,738
miR-1227,6,739
miR-1258,6,740
miR-1264,6,741
miR-1277,6,742
miR-1285,6,743
miR-1302,6,744
miR-1416,6,745
miR-1467,6,746
miR-1546,6,747
miR-1549,6,748
miR-1784,6,749
miR-1814,6,750
miR-1824,6,751
miR-1829,6,752
miR-1905,6,753
miR-1908,6,754
miR-1989,6,755
miR-1990,6,756
miR-1991,6,757
miR-2006,6,758
miR-2007,6,759
miR-2008,6,760
miR-2011,6,761
miR-2013,6,762
miR-2217,6,763
miR-2387,6,764
miR-2567,6,765
miR-2756,6,766
miR-2780,6,767
miR-2807,6,768
miR-2873,6,769
miR-2949,6,770
miR-2954,6,771
miR-3049,6,772
miR-3145,6,773
miR-3154,6,774
miR-3173,6,775
miR-3267,6,776
miR-3307,6,777
miR-3434,6,778
miR-3858,6,779
miR-3958,6,780
miR-4415,6,781
miR-4416,6,782
miR-4830,6,783
miR-5064,6,784
miR-5174,6,785
miR-5181,6,786
miR-5200,6,787
miR-5360,6,788
miR-5564,6,789
miR-5658,6,790
miR-5928,6,791
miR-6001,6,792
miR-6027,6,793
miR-6039,6,794
miR-6715,6,795
miR-6769,6,796
miR-7133,6,797
miR-7388,6,798
miR-7394,6,799
miR-7940,6,800
miR-7972,6,801
miR-8282,6,802
miR-9544,6,803
miR-9851,6,804
miR-10017,6,805
miR-10036,6,806
miR-10075,6,807
miR-10137,6,808
miR-10293,6,809
miR-10361,6,810
miR-10365,6,811
miR-10370,6,812
miR-10375,6,813
miR-10396,6,814
miR-10465,6,815
miR-10483,6,816
miR-10544,6,817
miR-10545,6,818
miR-10556,6,819
miR-10573,6,820
miR-10597,6,821
miR-11068,6,822
miR-11072,6,823
miR-11155,6,824
miR-11204,6,825
miR-11288,6,826
miR-11626,6,827
miR-11947,6,828
miR-11951,6,829
miR-11962,6,830
miR-11963,6,831
miR-53,5,832
miR-201,5,833
miR-238,5,834
miR-248,5,835
miR-249,5,836
miR-253,5,837
miR-293,5,838
miR-295,5,839
miR-300,5,840
miR-318,5,841
miR-322,5,842
miR-359,5,843
miR-392,5,844
miR-413,5,845
miR-427,5,846
miR-463,5,847
miR-474,5,848
miR-475,5,849
miR-484,5,850
miR-498,5,851
miR-524,5,852
miR-547,5,853
miR-557,5,854
miR-561,5,855
miR-570,5,856
miR-576,5,857
miR-577,5,858
miR-586,5,859
miR-609,5,860
miR-619,5,861
miR-627,5,862
miR-629,5,863
miR-631,5,864
miR-638,5,865
miR-642,5,866
miR-666,5,867
miR-667,5,868
miR-673,5,869
miR-730,5,870
miR-741,5,871
miR-755,5,872
miR-759,5,873
miR-773,5,874
miR-786,5,875
miR-820,5,876
miR-829,5,877
miR-831,5,878
miR-837,5,879
miR-841,5,880
miR-844,5,881
miR-848,5,882
miR-851,5,883
miR-852,5,884
miR-856,5,885
miR-859,5,886
miR-861,5,887
miR-865,5,888
miR-871,5,889
miR-880,5,890
miR-881,5,891
miR-894,5,892
miR-908,5,893
miR-909,5,894
miR-922,5,895
miR-934,5,896
miR-937,5,897
miR-955,5,898
miR-958,5,899
miR-959,5,900
miR-961,5,901
miR-962,5,902
miR-963,5,903
miR-967,5,904
miR-969,5,905
miR-999,5,906
miR-1001,5,907
miR-1058,5,908
miR-1147,5,909
miR-1150,5,910
miR-1151,5,911
miR-1160,5,912
miR-1168,5,913
miR-1228,5,914
miR-1250,5,915
miR-1251,5,916
miR-1252,5,917
miR-1266,5,918
miR-1287,5,919
miR-1304,5,920
miR-1338,5,921
miR-1376,5,922
miR-1393,5,923
miR-1394,5,924
miR-1423,5,925
miR-1429,5,926
miR-1473,5,927
miR-1756,5,928
miR-1763,5,929
miR-1803,5,930
miR-1821,5,931
miR-1832,5,932
miR-1863,5,933
miR-1866,5,934
miR-1919,5,935
miR-1970,5,936
miR-1985,5,937
miR-1988,5,938
miR-2009,5,939
miR-2012,5,940
miR-2019,5,941
miR-2022,5,942
miR-2023,5,943
miR-2030,5,944
miR-2033,5,945
miR-2040,5,946
miR-2041,5,947
miR-2058,5,948
miR-2059,5,949
miR-2060,5,950
miR-2071,5,951
miR-2119,5,952
miR-2156,5,953
miR-2208,5,954
miR-2218,5,955
miR-2320,5,956
miR-2411,5,957
miR-2467,5,958
miR-2483,5,959
miR-2543,5,960
miR-2566,5,961
miR-2568,5,962
miR-2574,5,963
miR-2652,5,964
miR-2686,5,965
miR-2763,5,966
miR-2766,5,967
miR-2767,5,968
miR-2863,5,969
miR-2927,5,970
miR-2945,5,971
miR-3003,5,972
miR-3073,5,973
miR-3074,5,974
miR-3083,5,975
miR-3102,5,976
miR-3136,5,977
miR-3150,5,978
miR-3151,5,979
miR-3200,5,980
miR-3432,5,981
miR-3440,5,982
miR-3441,5,983
miR-3444,5,984
miR-3445,5,985
miR-3470,5,986
miR-3476,5,987
miR-3689,5,988
miR-3701,5,989
miR-3786,5,990
miR-3806,5,991
miR-3979,5,992
miR-4005,5,993
miR-4008,5,994
miR-4009,5,995
miR-4179,5,996
miR-4348,5,997
miR-4374,5,998
miR-4520,5,999
miR-4524,5,1000
miR-4667,5,1001
miR-4796,5,1002
miR-4868,5,1003
miR-4966,5,1004
miR-5020,5,1005
miR-5070,5,1006
miR-5281,5,1007
miR-5287,5,1008
miR-5352,5,1009
miR-5363,5,1010
miR-5365,5,1011
miR-5384,5,1012
miR-5408,5,1013
miR-5435,5,1014
miR-5594,5,1015
miR-5596,5,1016
miR-5897,5,1017
miR-5899,5,1018
miR-5902,5,1019
miR-5908,5,1020
miR-5918,5,1021
miR-6016,5,1022
miR-6025,5,1023
miR-6197,5,1024
miR-6462,5,1025
miR-6546,5,1026
miR-7505,5,1027
miR-7579,5,1028
miR-7883,5,1029
miR-7911,5,1030
miR-7950,5,1031
miR-8175,5,1032
miR-9198,5,1033
miR-9229,5,1034
miR-9369,5,1035
miR-9680,5,1036
miR-10000,5,1037
miR-10001,5,1038
miR-10002,5,1039
miR-10003,5,1040
miR-10004,5,1041
miR-10005,5,1042
miR-10006,5,1043
miR-10007,5,1044
miR-10008,5,1045
miR-10009,5,1046
miR-10010,5,1047
miR-10012,5,1048
miR-10013,5,1049
miR-10014,5,1050
miR-10015,5,1051
miR-10016,5,1052
miR-10018,5,1053
miR-10019,5,1054
miR-10021,5,1055
miR-10022,5,1056
miR-10023,5,1057
miR-10024,5,1058
miR-10025,5,1059
miR-10026,5,1060
miR-10027,5,1061
miR-10029,5,1062
miR-10030,5,1063
miR-10032,5,1064
miR-10033,5,1065
miR-10034,5,1066
miR-10035,5,1067
miR-10038,5,1068
miR-10039,5,1069
miR-10040,5,1070
miR-10041,5,1071
miR-10044,5,1072
miR-10045,5,1073
miR-10046,5,1074
miR-10047,5,1075
miR-10048,5,1076
miR-10049,5,1077
miR-10050,5,1078
miR-10053,5,1079
miR-10054,5,1080
miR-10055,5,1081
miR-10056,5,1082
miR-10059,5,1083
miR-10060,5,1084
miR-10061,5,1085
miR-10067,5,1086
miR-10068,5,1087
miR-10069,5,1088
miR-10070,5,1089
miR-10071,5,1090
miR-10073,5,1091
miR-10076,5,1092
miR-10077,5,1093
miR-10080,5,1094
miR-10082,5,1095
miR-10083,5,1096
miR-10085,5,1097
miR-10086,5,1098
miR-10089,5,1099
miR-10090,5,1100
miR-10091,5,1101
miR-10092,5,1102
miR-10093,5,1103
miR-10094,5,1104
miR-10095,5,1105
miR-10096,5,1106
miR-10099,5,1107
miR-10100,5,1108
miR-10101,5,1109
miR-10103,5,1110
miR-10104,5,1111
miR-10105,5,1112
miR-10106,5,1113
miR-10107,5,1114
miR-10108,5,1115
miR-10109,5,1116
miR-10110,5,1117
miR-10111,5,1118
miR-10112,5,1119
miR-10113,5,1120
miR-10114,5,1121
miR-10115,5,1122
miR-10116,5,1123
miR-10117,5,1124
miR-10118,5,1125
miR-10119,5,1126
miR-10120,5,1127
miR-10121,5,1128
miR-10122,5,1129
miR-10123,5,1130
miR-10124,5,1131
miR-10126,5,1132
miR-10127,5,1133
miR-10128,5,1134
miR-10129,5,1135
miR-10130,5,1136
miR-10131,5,1137
miR-10132,5,1138
miR-10133,5,1139
miR-10134,5,1140
miR-10135,5,1141
miR-10139,5,1142
miR-10141,5,1143
miR-10142,5,1144
miR-10143,5,1145
miR-10144,5,1146
miR-10145,5,1147
miR-10146,5,1148
miR-10147,5,1149
miR-10148,5,1150
miR-10149,5,1151
miR-10151,5,1152
miR-10152,5,1153
miR-10153,5,1154
miR-10154,5,1155
miR-10155,5,1156
miR-10157,5,1157
miR-10159,5,1158
miR-10160,5,1159
miR-10172,5,1160
miR-10175,5,1161
miR-10182,5,1162
miR-10186,5,1163
miR-10228,5,1164
miR-10232,5,1165
miR-10235,5,1166
miR-10236,5,1167
miR-10237,5,1168
miR-10239,5,1169
miR-10240,5,1170
miR-10241,5,1171
miR-10243,5,1172
miR-10245,5,1173
miR-10247,5,1174
miR-10248,5,1175
miR-10249,5,1176
miR-10250,5,1177
miR-10251,5,1178
miR-10252,5,1179
miR-10253,5,1180
miR-10254,5,1181
miR-10255,5,1182
miR-10256,5,1183
miR-10257,5,1184
miR-10259,5,1185
miR-10260,5,1186
miR-10261,5,1187
miR-10262,5,1188
miR-10264,5,1189
miR-10265,5,1190
miR-10266,5,1191
miR-10267,5,1192
miR-10274,5,1193
miR-10277,5,1194
miR-10278,5,1195
miR-10279,5,1196
miR-10282,5,1197
miR-10283,5,1198
miR-10284,5,1199
miR-10285,5,1200
miR-10286,5,1201
miR-10287,5,1202
miR-10289,5,1203
miR-10298,5,1204
miR-10303,5,1205
miR-10315,5,1206
miR-10316,5,1207
miR-10356,5,1208
miR-10357,5,1209
miR-10358,5,1210
miR-10360,5,1211
miR-10362,5,1212
miR-10364,5,1213
miR-10367,5,1214
miR-10369,5,1215
miR-10373,5,1216
miR-10376,5,1217
miR-10380,5,1218
miR-10394,5,1219
miR-10399,5,1220
miR-10401,5,1221
miR-10404,5,1222
miR-10405,5,1223
miR-10447,5,1224
miR-10450,5,1225
miR-10451,5,1226
miR-10452,5,1227
miR-10453,5,1228
miR-10455,5,1229
miR-10456,5,1230
miR-10459,5,1231
miR-10462,5,1232
miR-10464,5,1233
miR-10467,5,1234
miR-10468,5,1235
miR-10469,5,1236
miR-10471,5,1237
miR-10474,5,1238
miR-10475,5,1239
miR-10476,5,1240
miR-10479,5,1241
miR-10487,5,1242
miR-10488,5,1243
miR-10491,5,1244
miR-10495,5,1245
miR-10496,5,1246
miR-10498,5,1247
miR-10500,5,1248
miR-10502,5,1249
miR-10504,5,1250
miR-10505,5,1251
miR-10506,5,1252
miR-10507,5,1253
miR-10509,5,1254
miR-10554,5,1255
miR-10555,5,1256
miR-10558,5,1257
miR-10559,5,1258
miR-10562,5,1259
miR-10569,5,1260
miR-10581,5,1261
miR-10608,5,1262
miR-10621,5,1263
miR-10646,5,1264
miR-11050,5,1265
miR-11055,5,1266
miR-11056,5,1267
miR-11062,5,1268
miR-11065,5,1269
miR-11069,5,1270
miR-11077,5,1271
miR-11097,5,1272
miR-11117,5,1273
miR-11136,5,1274
miR-11181,5,1275
miR-11224,5,1276
miR-11343,5,1277
miR-11425,5,1278
miR-11551,5,1279
miR-11625,5,1280
miR-11664,5,1281
miR-12324,5,1282
miR-12366,5,1283
miR-52,4,1284
miR-77,4,1285
miR-78,4,1286
miR-82,4,1287
miR-118,4,1288
miR-207,4,1289
miR-244,4,1290
miR-268,4,1291
miR-287,4,1292
miR-294,4,1293
miR-314,4,1294
miR-347,4,1295
miR-351,4,1296
miR-355,4,1297
miR-358,4,1298
miR-373,4,1299
miR-402,4,1300
miR-407,4,1301
miR-418,4,1302
miR-419,4,1303
miR-434,4,1304
miR-439,4,1305
miR-470,4,1306
miR-471,4,1307
miR-481,4,1308
miR-492,4,1309
miR-521,4,1310
miR-525,4,1311
miR-528,4,1312
miR-540,4,1313
miR-552,4,1314
miR-553,4,1315
miR-563,4,1316
miR-567,4,1317
miR-571,4,1318
miR-573,4,1319
miR-575,4,1320
miR-578,4,1321
miR-579,4,1322
miR-580,4,1323
miR-581,4,1324
miR-595,4,1325
miR-596,4,1326
miR-597,4,1327
miR-602,4,1328
miR-604,4,1329
miR-605,4,1330
miR-608,4,1331
miR-612,4,1332
miR-617,4,1333
miR-623,4,1334
miR-624,4,1335
miR-625,4,1336
miR-626,4,1337
miR-633,4,1338
miR-658,4,1339
miR-661,4,1340
miR-663,4,1341
miR-671,4,1342
miR-674,4,1343
miR-677,4,1344
miR-679,4,1345
miR-695,4,1346
miR-698,4,1347
miR-702,4,1348
miR-703,4,1349
miR-711,4,1350
miR-718,4,1351
miR-742,4,1352
miR-771,4,1353
miR-779,4,1354
miR-780,4,1355
miR-783,4,1356
miR-788,4,1357
miR-792,4,1358
miR-810,4,1359
miR-811,4,1360
miR-818,4,1361
miR-822,4,1362
miR-823,4,1363
miR-833,4,1364
miR-835,4,1365
miR-838,4,1366
miR-839,4,1367
miR-840,4,1368
miR-842,4,1369
miR-846,4,1370
miR-847,4,1371
miR-850,4,1372
miR-857,4,1373
miR-866,4,1374
miR-878,4,1375
miR-879,4,1376
miR-888,4,1377
miR-890,4,1378
miR-906,4,1379
miR-913,4,1380
miR-919,4,1381
miR-920,4,1382
miR-928,4,1383
miR-936,4,1384
miR-939,4,1385
miR-944,4,1386
miR-949,4,1387
miR-956,4,1388
miR-960,4,1389
miR-966,4,1390
miR-985,4,1391
miR-1007,4,1392
miR-1012,4,1393
miR-1038,4,1394
miR-1039,4,1395
miR-1042,4,1396
miR-1043,4,1397
miR-1053,4,1398
miR-1076,4,1399
miR-1083,4,1400
miR-1094,4,1401
miR-1115,4,1402
miR-1127,4,1403
miR-1128,4,1404
miR-1140,4,1405
miR-1154,4,1406
miR-1156,4,1407
miR-1159,4,1408
miR-1172,4,1409
miR-1174,4,1410
miR-1188,4,1411
miR-1191,4,1412
miR-1207,4,1413
miR-1231,4,1414
miR-1233,4,1415
miR-1236,4,1416
miR-1237,4,1417
miR-1238,4,1418
miR-1243,4,1419
miR-1248,4,1420
miR-1253,4,1421
miR-1261,4,1422
miR-1262,4,1423
miR-1268,4,1424
